init_fuel,city,walking.duration,walking.distance,init_address,vendor,final_time,driving.duration,driving.distance,plate,final_address,init_time,vin,smartPhoneRequired,init_date,final_fuel,exterior,interior,final_date,engineType,origin_destination.type,origin_destination.coordinates[0][0],origin_destination.coordinates[0][1],origin_destination.coordinates[1][0],origin_destination.coordinates[1][1],public_transport.duration,public_transport.distance,public_transport.arrival_date,public_transport.arrival_time,distance,virtual_rental_type_id,carModelData[0],carModelData[1],carModelData[2],car_category_id,car_category_type_id,car_name,onClick_disabled,virtual_rental_id
81,Torino,815,1085,"Via Giuseppe Giacosa, 9, 10125 Torino TO",enjoy,1505714798,546,2461,EZ242GW,"Corso Turati Filippo, 27, 10128 Torino TO",1505713363,,,2017-09-18T07:42:43.000Z,80,,,2017-09-18T08:06:38.000Z,,LineString,7.6781006,45.05603,7.668707,45.052475,757,1176,2017-09-18T08:16:30.000Z,1505715390,836,2,99,100,141,8,1,Fiat 500,false,431551
90,Torino,3015,3835,"Lungo Dora Voghera, 34, 10153 Torino TO",car2go,1505714302,1084,6095,449/FK642LX,"Via Fratelli Ruffini, 4, 10121 Torino TO",1505713401,WME4530421Y135054,true,2017-09-18T07:43:21.000Z,87,GOOD,GOOD,2017-09-18T07:58:22.000Z,CE,LineString,7.71091,45.07429,7.66808,45.07281,2207,6323,2017-09-18T08:34:38.000Z,1505716478,3365,,,,,,,,,
28,Torino,7183,9374,"Via Mario Pannunzio, 1, 10127 Torino TO",car2go,1505715959,1554,10124,304/FF279SJ,"Corso Potenza, 154, 10149 Torino TO",1505713401,WME4533421K151330,true,2017-09-18T07:43:21.000Z,25,GOOD,GOOD,2017-09-18T08:25:59.000Z,CE,LineString,7.65594,45.02659,7.6607,45.10053,2758,10437,2017-09-18T09:12:55.000Z,1505718775,8225,,,,,,,,,
71,Torino,1886,2434,"Via Pastrengo, 1, 10128 Torino TO",car2go,1505714302,482,2449,259/FF148SJ,"Corso Francesco Ferrucci 77, 79, 10138 Torino TO",1505713448,WME4533421K150592,true,2017-09-18T07:44:08.000Z,71,GOOD,GOOD,2017-09-18T07:58:22.000Z,CE,LineString,7.67358,45.05849,7.65622,45.0678,1283,2572,2017-09-18T08:14:06.000Z,1505715246,1710,,,,,,,,,
12,Torino,-1,-1,"Corso Galileo Ferraris, 120, 10129 Torino TO",car2go,1505715959,-1,-1,180/FF334NT,"Corso Galileo Ferraris, 120, 10129 Torino TO",1505713495,WME4533421K149939,true,2017-09-18T07:44:55.000Z,12,GOOD,GOOD,2017-09-18T08:25:59.000Z,CE,LineString,7.66241,45.05354,7.66241,45.05354,-1,-1,-1,-1,0,,,,,,,,,
38,Torino,1,2,"Corso Raffaello, 14, 10126 Torino TO",enjoy,1505714798,0,2,EZ058TY,"Corso Raffaello, 17, 10125 Torino TO",1505713554,,,2017-09-18T07:45:54.000Z,38,,,2017-09-18T08:06:38.000Z,,LineString,7.677789,45.051624,7.6779156,45.05185,-1,-1,-1,-1,27,2,99,141,,8,1,Fiat 500,false,353367
60,Torino,1987,2609,"Via Paolo Braccini, 20, 10141 Torino TO",enjoy,1505714533,671,3142,EZ993DD,"Via Antonio Bertola, 43, 10122 Torino TO",1505713554,,,2017-09-18T07:45:54.000Z,57,,,2017-09-18T08:02:13.000Z,,LineString,7.653934,45.059776,7.67298,45.07283,1401,2856,2017-09-18T08:29:34.000Z,1505716174,2083,2,99,100,141,8,1,Fiat 500,false,408414
100,Torino,3004,3920,"Piazza Gian Lorenzo Bernini, 2D, 10143 Torino TO",enjoy,1505715518,838,4276,EZ199GW,"Via Emanuel Giovanni, 18, 10136 Torino TO",1505713554,,,2017-09-18T07:45:54.000Z,100,,,2017-09-18T08:18:38.000Z,,LineString,7.6569347,45.076416,7.644597,45.04704,1931,5085,2017-09-18T08:53:38.000Z,1505717618,3405,2,99,100,141,8,1,Fiat 500,false,307271
80,Torino,8,12,"Corso Francia, 260, 10146 Torino TO",enjoy,1505713817,166,1117,EZ783DD,"Corso Francia, 260, 10146 Torino TO",1505713554,,,2017-09-18T07:45:54.000Z,80,,,2017-09-18T07:50:17.000Z,,LineString,7.629715,45.07513,7.629836,45.07553,-1,-1,-1,-1,45,2,99,100,141,8,1,Fiat 500,false,482409
31,Torino,1607,2122,"Via Saverio Mercadante, 43, 10154 Torino TO",enjoy,1505714533,607,3317,EZ770DD,"Via Catania, 14-16, 10153 Torino TO",1505713554,,,2017-09-18T07:45:54.000Z,29,,,2017-09-18T08:02:13.000Z,,LineString,7.699382,45.091816,7.6961427,45.07572,1200,2533,2017-09-18T08:31:52.000Z,1505716312,1806,2,99,100,141,8,1,Fiat 500,false,332377
21,Torino,3049,4063,"Via Nizza, 27, 10125 Torino TO",enjoy,1505716208,1111,5478,EZ794DD,"Via Bologna, 131, 10154 Torino TO",1505713554,,,2017-09-18T07:45:54.000Z,20,,,2017-09-18T08:30:08.000Z,,LineString,7.6776443,45.058834,7.703772,45.0863,1968,5196,2017-09-18T09:07:24.000Z,1505718444,3676,2,99,100,141,8,1,Fiat 500,false,379456
94,Torino,4042,5454,"Via Osasco, 13, 10141 Torino TO",enjoy,1505715978,1059,5568,EZ092TY,"Via Pietro Cavezzale, 1-5, 10124 Torino TO",1505713554,,,2017-09-18T07:45:54.000Z,94,,,2017-09-18T08:26:18.000Z,,LineString,7.651977,45.062576,7.703949,45.069073,2090,6127,2017-09-18T09:00:32.000Z,1505718032,4142,2,99,141,,8,1,Fiat 500,false,365249
78,Torino,2068,2713,"Via Stradella, 68, 10147 Torino TO",enjoy,1505715247,435,2997,EZ910DF,"Corso Inghilterra, 43, 10138 Torino TO",1505713554,,,2017-09-18T07:45:54.000Z,75,,,2017-09-18T08:14:07.000Z,,LineString,7.6744475,45.09398,7.6674466,45.074364,1259,3370,2017-09-18T08:35:59.000Z,1505716559,2247,2,99,100,141,8,1,Fiat 500,false,393687
61,Torino,1203,1589,"Corso Peschiera, 163-171, 10141 Torino TO",enjoy,1505714306,278,1598,EZ233GW,"Corso Galileo Ferraris, 1966, 10128 Torino TO",1505713554,,,2017-09-18T07:45:54.000Z,60,,,2017-09-18T07:58:26.000Z,,LineString,7.6493783,45.064613,7.6666408,45.05935,631,1444,2017-09-18T08:09:08.000Z,1505714948,1475,2,99,100,141,8,1,Fiat 500,false,447013
100,Torino,3061,4096,"Corso Racconigi, 140, 10141 Torino TO",car2go,1505715594,861,4379,467/FK858LX,"Via S. Pio V, 19-25, 10125 Torino TO",1505713648,WME4530421Y135209,true,2017-09-18T07:47:28.000Z,100,GOOD,GOOD,2017-09-18T08:19:54.000Z,CE,LineString,7.64507,45.0623,7.68561,45.0594,1875,4638,2017-09-18T08:54:14.000Z,1505717654,3198,,,,,,,,,
56,Torino,2221,2873,"Corso Casale, 101/A, 10132 Torino TO",car2go,1505714813,527,2885,496/FK899LX,"Corso Vittorio Emanuele II, 42, 10123 Torino TO",1505713648,WME4530421Y135250,true,2017-09-18T07:47:28.000Z,56,GOOD,GOOD,2017-09-18T08:06:53.000Z,CE,LineString,7.71254,45.06793,7.68304,45.06143,986,3252,2017-09-18T08:28:10.000Z,1505716090,2425,,,,,,,,,
50,Torino,1378,1824,"Via S. Paolo, 96, 10141 Torino TO",car2go,1505714916,436,2098,502/FK905LX,"Via Colombo Cristoforo, 19, 10129 Torino TO",1505713648,WME4530421Y135259,true,2017-09-18T07:47:28.000Z,50,GOOD,GOOD,2017-09-18T08:08:36.000Z,CE,LineString,7.64276,45.05978,7.66392,45.0568,1032,2774,2017-09-18T08:32:34.000Z,1505716354,1693,,,,,,,,,
65,Torino,-1,-1,"Via Madonna delle Rose, 70, 10134 Torino TO",car2go,1505713743,-1,-1,059/FF025NT,"Via Madonna delle Rose, 70, 10134 Torino TO",1505713695,WME4533421K142426,true,2017-09-18T07:48:15.000Z,65,GOOD,GOOD,2017-09-18T07:49:03.000Z,CE,LineString,7.657,45.03403,7.657,45.03403,-1,-1,-1,-1,0,,,,,,,,,
100,Torino,-1,-1,"Via Druento, 153, 10151 Torino TO",car2go,1505713743,-1,-1,179/FF319NT,"Via Druento, 153, 10151 Torino TO",1505713695,WME4533421K145436,true,2017-09-18T07:48:15.000Z,100,GOOD,GOOD,2017-09-18T07:49:03.000Z,CE,LineString,7.64484,45.11175,7.64484,45.11175,-1,-1,-1,-1,0,,,,,,,,,
62,Torino,-1,-1,"Via Vittorio Cuniberti, 92F, 10151 Torino TO",car2go,1505713743,-1,-1,218/FF065SJ,"Via Vittorio Cuniberti, 92F, 10151 Torino TO",1505713695,WME4533421K144610,true,2017-09-18T07:48:15.000Z,62,GOOD,GOOD,2017-09-18T07:49:03.000Z,CE,LineString,7.65578,45.11072,7.65578,45.11072,-1,-1,-1,-1,0,,,,,,,,,
100,Torino,-1,-1,"Corso Unione Sovietica, 175-183, 10134 Torino TO",car2go,1505713743,-1,-1,097/FF063NT,"Corso Unione Sovietica, 175-183, 10134 Torino TO",1505713695,WME4533421K142060,true,2017-09-18T07:48:15.000Z,100,GOOD,GOOD,2017-09-18T07:49:03.000Z,CE,LineString,7.65356,45.0389,7.65356,45.0389,-1,-1,-1,-1,0,,,,,,,,,
71,Torino,672,871,"Via Pinerolo, 37, 10152 Torino TO",car2go,1505714456,218,867,010/FF758KW,"Corso Venezia, 30, 10155 Torino TO",1505713743,WME4533421K148282,true,2017-09-18T07:49:03.000Z,71,GOOD,GOOD,2017-09-18T08:00:56.000Z,CE,LineString,7.68451,45.08847,7.68071,45.09347,785,1591,2017-09-18T08:13:05.000Z,1505715185,630,,,,,,,,,
12,Torino,-1,-1,"Via Verolengo, 24, 10149 Torino TO",car2go,1505734580,-1,-1,182/FF336NT,"Via Guido Reni, 53, 10136 Torino TO",1505713743,WME4533421K151277,true,2017-09-18T07:49:03.000Z,100,GOOD,GOOD,2017-09-18T13:36:20.000Z,CE,LineString,7.67045,45.09532,7.63016,45.05229,-1,-1,-1,-1,5732,,,,,,,,,
81,Torino,238,308,"Corso Regina Margherita, 215, 10144 Torino TO",car2go,1505723654,313,1250,343/FF147VY,"Via Pier Dionigi Pinelli, 48, 10144 Torino TO",1505713743,WME4533421K151397,true,2017-09-18T07:49:03.000Z,78,GOOD,GOOD,2017-09-18T10:34:14.000Z,CE,LineString,7.66296,45.08352,7.66354,45.08193,-1,-1,-1,-1,182,,,,,,,,,
43,Torino,3549,4604,"Piazza Giovanni Toselli, 78, 10131 Torino TO",car2go,1505715750,957,4823,505/FK908LX,"Via Manfredo Fanti, 17-19, 10128 Torino TO",1505713743,WME4530421Y135080,true,2017-09-18T07:49:03.000Z,43,GOOD,GOOD,2017-09-18T08:22:30.000Z,CE,LineString,7.71453,45.06495,7.66813,45.06442,1284,5360,2017-09-18T09:01:01.000Z,1505718061,3642,,,,,,,,,
75,Torino,1885,2365,"Corso Moncalieri, 1, 10131 Torino TO",car2go,1505714664,642,2423,093/FF059NT,"Via Cernaia, 22, 10122 Torino TO",1505713743,WME4533421K150282,true,2017-09-18T07:49:03.000Z,75,GOOD,GOOD,2017-09-18T08:04:24.000Z,CE,LineString,7.6981,45.06235,7.67348,45.07187,950,2537,2017-09-18T08:21:07.000Z,1505715667,2202,,,,,,,,,
87,Torino,2904,3792,"Via Varese, 15, 10152 Torino TO",car2go,1505714916,724,3804,037/FF798KW,"Corso Grosseto, 277, 10147 Torino TO",1505713801,WME4533421K149364,true,2017-09-18T07:50:01.000Z,87,GOOD,GOOD,2017-09-18T08:08:36.000Z,CE,LineString,7.69198,45.08609,7.66563,45.10523,2275,5931,2017-09-18T08:53:26.000Z,1505717606,2965,,,,,,,,,
40,Torino,-1,-1,"Via Oropa, 76, 10153 Torino TO",car2go,1505715019,-1,-1,337/FF061VY,"Via Oropa, 76, 10153 Torino TO",1505713801,WME4533421K154350,true,2017-09-18T07:50:01.000Z,40,GOOD,GOOD,2017-09-18T08:10:19.000Z,CE,LineString,7.7183,45.07262,7.7183,45.07262,-1,-1,-1,-1,0,,,,,,,,,
15,Torino,-1,-1,"Via Ricaldone, 36, 10136 Torino TO",car2go,1505714864,-1,-1,349/FF153VY,"Via Ricaldone, 36, 10136 Torino TO",1505713801,WME4533421K152500,true,2017-09-18T07:50:01.000Z,15,GOOD,GOOD,2017-09-18T08:07:44.000Z,CE,LineString,7.64529,45.05068,7.64529,45.05068,-1,-1,-1,-1,0,,,,,,,,,
50,Torino,2394,3164,"Via Matilde Serao, 52-54, 10141 Torino TO",car2go,1505714916,661,3398,060/FF026NT,"Corso Inghilterra, 1, 10121 Torino TO",1505713801,WME4533421K140524,true,2017-09-18T07:50:01.000Z,46,GOOD,GOOD,2017-09-18T08:08:36.000Z,CE,LineString,7.63206,45.06128,7.66413,45.06972,1582,5567,2017-09-18T08:41:34.000Z,1505716894,2686,,,,,,,,,
70,Torino,3616,4864,"Corso Francia, 300, 10146 Torino TO",enjoy,1505715518,1005,5620,EZ124TY,"Piazza Solferino, 7, 10121 Torino TO",1505713817,,,2017-09-18T07:50:17.000Z,68,,,2017-09-18T08:18:38.000Z,,LineString,7.6226063,45.074825,7.677276,45.068493,1469,6389,2017-09-18T08:43:56.000Z,1505717036,4347,2,99,141,,8,1,Fiat 500,false,370454
85,Torino,2514,3332,"Corso Monte Grappa, 88, 10145 Torino TO",enjoy,1505715746,828,5211,EZ187TY,"Corso Castelfidardo, 10129 Torino TO",1505713817,,,2017-09-18T07:50:17.000Z,84,,,2017-09-18T08:22:26.000Z,,LineString,7.638682,45.081577,7.6586356,45.061996,1147,4030,2017-09-18T08:53:48.000Z,1505717628,2680,2,99,141,,8,1,Fiat 500,false,321489
87,Torino,2116,2776,"Via Issiglio, 44, 10141 Torino TO",enjoy,1505715022,584,2837,EZ115TY,"Corso Bolzano, 47A, 10121 Torino TO",1505713817,,,2017-09-18T07:50:17.000Z,85,,,2017-09-18T08:10:22.000Z,,LineString,7.63994,45.063942,7.667112,45.071964,1340,4622,2017-09-18T08:37:27.000Z,1505716647,2311,2,99,,,8,1,Fiat 500,false,329765
42,Torino,1332,1742,"Corso Racconigi, 233B, 10129 Torino TO",enjoy,1505715247,379,1839,EZ225TY,"Corso Duca degli Abruzzi, 25, 10129 Torino TO",1505713817,,,2017-09-18T07:50:17.000Z,41,,,2017-09-18T08:14:07.000Z,,LineString,7.649371,45.054115,7.6630087,45.062435,702,2006,2017-09-18T08:22:20.000Z,1505715740,1414,2,99,,,8,1,Fiat 500,false,414187
82,Torino,569,744,"Via Como, 19, 10152 Torino TO",enjoy,1505714533,229,751,EZ173TY,"Corso Giulio Cesare, 31A, 10152 Torino TO",1505713817,,,2017-09-18T07:50:17.000Z,82,,,2017-09-18T08:02:13.000Z,,LineString,7.695637,45.08471,7.688041,45.083645,-1,-1,-1,-1,607,2,99,141,,8,1,Fiat 500,false,310773
84,Torino,3053,4084,"Via Isonzo, 127, 10141 Torino TO",enjoy,1505715518,824,4657,EZ271GW,"Via Giuseppe Baretti, 4, 10125 Torino TO",1505713817,,,2017-09-18T07:50:17.000Z,82,,,2017-09-18T08:18:38.000Z,,LineString,7.6376176,45.058834,7.6784472,45.05773,1852,8564,2017-09-18T08:58:47.000Z,1505717927,3207,2,99,100,141,8,1,Fiat 500,false,433023
80,Torino,951,1344,"Str. Basse di Dora, 33A, 10146 Torino TO",enjoy,1505715022,344,1624,EZ030TY,"Via Nicomede Bianchi, 24A, 10146 Torino TO",1505713817,,,2017-09-18T07:50:17.000Z,77,,,2017-09-18T08:10:22.000Z,,LineString,7.6233544,45.079372,7.6366158,45.081936,-1,-1,-1,-1,1078,2,99,141,,8,1,Fiat 500,false,349732
65,Torino,1859,2470,"Via Cumiana, 29, 10141 Torino TO",enjoy,1505715247,473,2528,EZ198GW,"Corso Francia, 19, 10138 Torino TO",1505713817,,,2017-09-18T07:50:17.000Z,64,,,2017-09-18T08:14:07.000Z,,LineString,7.643156,45.064888,7.6626124,45.076233,1441,3373,2017-09-18T08:43:10.000Z,1505716990,1980,2,99,100,141,8,1,Fiat 500,false,471807
30,Torino,727,970,"Via Nicola Porpora, 30-32, 10155 Torino TO",enjoy,1505714533,217,1153,EZ281GW,"Via Giuseppe Tartini, 45-51, 10154 Torino TO",1505713817,,,2017-09-18T07:50:17.000Z,29,,,2017-09-18T08:02:13.000Z,,LineString,7.697725,45.09907,7.7062855,45.098217,692,1177,2017-09-18T08:14:41.000Z,1505715281,678,2,99,100,141,8,1,Fiat 500,false,309712
86,Torino,2960,3926,"Corso Racconigi, 232, 10141 Torino TO",enjoy,1505715518,546,4063,EZ008TY,"Via Mario Pannunzio, 1, 10127 Torino TO",1505713817,,,2017-09-18T07:50:17.000Z,82,,,2017-09-18T08:18:38.000Z,,LineString,7.6502295,45.053123,7.6559052,45.026615,2108,5964,2017-09-18T08:53:37.000Z,1505717617,2979,2,99,141,,8,1,Fiat 500,false,361363
15,Torino,3942,5192,"Corso Monte Grappa, 18, 10145 Torino TO",enjoy,1505715518,996,6707,EZ275GW,"Corso Enrico Tazzoli, 158, 10137 Torino TO",1505713817,,,2017-09-18T07:50:17.000Z,11,,,2017-09-18T08:18:38.000Z,,LineString,7.6364202,45.07664,7.6252728,45.035236,1958,6076,2017-09-18T09:06:38.000Z,1505718398,4683,2,99,100,,8,1,Fiat 500,false,472452
50,Torino,546,695,"Via Giovanni Camerana, 10, 10128 Torino TO",enjoy,1505714798,364,1097,EZ077TY,"Via Conte Rosso, 3, 10121 Torino TO",1505713817,,,2017-09-18T07:50:17.000Z,49,,,2017-09-18T08:06:38.000Z,,LineString,7.675681,45.062202,7.67656,45.06705,-1,-1,-1,-1,543,2,99,141,,8,1,Fiat 500,false,443456
70,Torino,1,2,"Corso Racconigi, 126, 10141 Torino TO",enjoy,1505714798,0,2,EZ742DD,"Corso Racconigi, 126, 10141 Torino TO",1505713817,,,2017-09-18T07:50:17.000Z,70,,,2017-09-18T08:06:38.000Z,,LineString,7.644854,45.063744,7.6448636,45.06373,-1,-1,-1,-1,1,2,99,100,141,8,1,Fiat 500,false,422118
78,Torino,2597,3413,"Via Giovanni Camerana, 6-8, 10128 Torino TO",enjoy,1505715022,783,4066,EZ118TY,"Via Barletta, 5-7, 10136 Torino TO",1505713817,,,2017-09-18T07:50:17.000Z,76,,,2017-09-18T08:10:22.000Z,,LineString,7.6764426,45.06232,7.6495385,45.0456,1590,4415,2017-09-18T08:39:51.000Z,1505716791,2813,2,99,141,,8,1,Fiat 500,false,478642
78,Torino,611,849,"Via Nizza, 2, 10125 Torino TO",car2go,1505714357,260,948,318/FF293SJ,"Via Claudio Luigi Berthollet, 43, 10125 Torino TO",1505713856,WME4533421K152078,true,2017-09-18T07:50:56.000Z,78,GOOD,GOOD,2017-09-18T07:59:17.000Z,CE,LineString,7.67937,45.06172,7.68542,45.05762,562,1264,2017-09-18T08:08:54.000Z,1505714934,658,,,,,,,,,
65,Torino,2195,2884,"Corso Svizzera, 4, 10143 Torino TO",car2go,1505715647,482,2985,476/FK867LX,"Via Chambéry, 24, 10141 Torino TO",1505713906,WME4530421Y135224,true,2017-09-18T07:51:46.000Z,65,GOOD,GOOD,2017-09-18T08:20:47.000Z,CE,LineString,7.64879,45.07625,7.62021,45.06927,949,3089,2017-09-18T08:37:46.000Z,1505716666,2373,,,,,,,,,
59,Torino,2564,3384,"Corso Mediterraneo, 77, 10129 Torino TO",car2go,1505715959,822,4075,088/FF054NT,"Via San Domenico, 21, 10122 Torino TO",1505713906,WME4533421K150213,true,2017-09-18T07:51:46.000Z,59,GOOD,GOOD,2017-09-18T08:25:59.000Z,CE,LineString,7.65457,45.05553,7.67686,45.07593,1627,3797,2017-09-18T08:49:40.000Z,1505717380,2863,,,,,,,,,
59,Torino,170,235,"Via Giacomo Medici, 90, 10145 Torino TO",car2go,1505719093,49,235,334/FF067VV,"Via Pietrino Belli, 20-34, 10145 Torino TO",1505713906,WME4533421K153457,true,2017-09-18T07:51:46.000Z,100,GOOD,GOOD,2017-09-18T09:18:13.000Z,CE,LineString,7.64339,45.07976,7.64494,45.0808,-1,-1,-1,-1,167,,,,,,,,,
31,Torino,-1,-1,"Corso Principe Oddone, 13a, 10144 Torino TO",car2go,1505714050,-1,-1,028/FF789KW,"Corso Principe Oddone, 13a, 10144 Torino TO",1505713906,WME4533421K150033,true,2017-09-18T07:51:46.000Z,31,GOOD,GOOD,2017-09-18T07:54:10.000Z,CE,LineString,7.66997,45.07918,7.66997,45.07918,-1,-1,-1,-1,0,,,,,,,,,
62,Torino,2967,3909,"Via Filadelfia, 154, 10137 Torino TO",car2go,1505715374,720,4116,157/FF182NT,"Via Giuseppe Giusti, 6, 10121 Torino TO",1505713954,WME4533421K152545,true,2017-09-18T07:52:34.000Z,62,GOOD,GOOD,2017-09-18T08:16:14.000Z,CE,LineString,7.64266,45.04299,7.66631,45.07003,1567,4154,2017-09-18T08:41:02.000Z,1505716862,3532,,,,,,,,,
49,Torino,5261,6986,"Via Giovanni Battista Scapacino, 29A, 10146 Torino TO",enjoy,1505716208,1287,7136,EZ991DD,"Corso Moncalieri, 59, 10133 Torino TO",1505714042,,,2017-09-18T07:54:02.000Z,47,,,2017-09-18T08:30:08.000Z,,LineString,7.624296,45.08145,7.690992,45.05383,2679,8827,2017-09-18T09:15:22.000Z,1505718922,6068,2,99,100,,8,1,Fiat 500,false,339520
71,Torino,2244,2946,"Lungo Dora Siena, 62, 10153 Torino TO",enjoy,1505715022,534,3296,EZ015TY,"Via Luigi Salvatore Cherubini, 69, 10154 Torino TO",1505714042,,,2017-09-18T07:54:02.000Z,70,,,2017-09-18T08:10:22.000Z,,LineString,7.69781,45.073544,7.702568,45.09316,1339,3900,2017-09-18T08:34:34.000Z,1505716474,2211,2,99,141,,8,1,Fiat 500,false,338557
54,Torino,1324,1705,"Corso S. Martino, 10122 Torino TO",enjoy,1505715022,375,1789,EZ247GW,"Corso Duca degli Abruzzi, 22, 10129 Torino TO",1505714042,,,2017-09-18T07:54:02.000Z,53,,,2017-09-18T08:10:22.000Z,,LineString,7.669359,45.075794,7.662725,45.06285,633,1786,2017-09-18T08:25:31.000Z,1505715931,1529,2,99,100,141,8,1,Fiat 500,false,346833
57,Torino,4640,5983,"Via Sempione, 126C, 10155 Torino TO",enjoy,1505718627,1146,6503,EZ025TY,"Via Bardonecchia, 52, 10139 Torino TO",1505714042,,,2017-09-18T07:54:02.000Z,53,,,2017-09-18T09:10:27.000Z,,LineString,7.695395,45.098076,7.642614,45.072643,2501,8258,2017-09-18T09:55:35.000Z,1505721335,5013,2,99,141,,8,1,Fiat 500,false,444538
52,Torino,955,1209,"Via dell'Arcivescovado, 20, 10121 Torino TO",enjoy,1505715022,401,1691,FD205DR,"Corso Bolzano, 8A, 10121 Torino TO",1505714042,,,2017-09-18T07:54:02.000Z,51,,,2017-09-18T08:10:22.000Z,,LineString,7.67687,45.067616,7.664526,45.068985,582,1272,2017-09-18T08:21:54.000Z,1505715714,980,2,99,100,141,8,1,Fiat 500,false,484493
71,Torino,3377,4364,"Via Giovanni Pacini, 4, 10154 Torino TO",car2go,1505715594,865,5092,335/FF057VY,"Via Giovanni Carlo Cavalli, 24A, 10138 Torino TO",1505714050,WME4533421K150553,true,2017-09-18T07:54:10.000Z,68,GOOD,GOOD,2017-09-18T08:19:54.000Z,CE,LineString,7.69841,45.08757,7.6598,45.0715,2254,5803,2017-09-18T08:56:56.000Z,1505717816,3516,,,,,,,,,
78,Torino,1725,2300,"Via Vincenzo Lancia, 33-45, 10141 Torino TO",car2go,1505715374,409,2411,200/EZ567NP,"Via Gradisca, 105A, 10137 Torino TO",1505714097,WME4513341K750439,false,2017-09-18T07:54:57.000Z,75,GOOD,GOOD,2017-09-18T08:16:14.000Z,CE,LineString,7.64011,45.06107,7.64251,45.04489,1148,2962,2017-09-18T08:38:32.000Z,1505716712,1807,,,,,,,,,
43,Torino,2479,3162,"Corso Racconigi, 65-77, 10139 Torino TO",car2go,1505715168,626,3728,346/FF150VY,"Corso Francia, 370, 10146 Torino TO",1505714097,WME4533421K152063,true,2017-09-18T07:54:57.000Z,43,GOOD,GOOD,2017-09-18T08:12:48.000Z,CE,LineString,7.64597,45.06841,7.60967,45.07434,1143,3706,2017-09-18T08:36:19.000Z,1505716579,2924,,,,,,,,,
37,Torino,982,1328,"Via Camerana Giovanni, 14, 10128 Torino TO",car2go,1505715435,423,1791,299/FF249SJ,"Via Belfiore, 46, 10125 Torino TO",1505714097,WME4533421K152526,true,2017-09-18T07:54:57.000Z,37,GOOD,GOOD,2017-09-18T08:17:15.000Z,CE,LineString,7.67583,45.0615,7.67788,45.05299,784,2221,2017-09-18T08:30:23.000Z,1505716223,959,,,,,,,,,
71,Torino,1242,1653,"Corso Peschiera, 276, 10139 Torino TO",car2go,1505714966,390,2087,410/FK611LX,"Via Moretta, 2, 10138 Torino TO",1505714201,WME4530421Y135079,true,2017-09-18T07:56:41.000Z,68,GOOD,GOOD,2017-09-18T08:09:26.000Z,CE,LineString,7.63508,45.07034,7.6546,45.06752,965,2256,2017-09-18T08:31:17.000Z,1505716277,1563,,,,,,,,,
43,Torino,2070,2793,"Via Giovanni Servais, 188, 10146 Torino TO",car2go,1505715168,389,2973,409/FK610LX,"Corso Lecce, 122, 10143 Torino TO",1505714201,WME4530421Y135078,true,2017-09-18T07:56:41.000Z,43,GOOD,GOOD,2017-09-18T08:12:48.000Z,CE,LineString,7.6173,45.08497,7.65053,45.08542,1468,3892,2017-09-18T08:51:33.000Z,1505717493,2607,,,,,,,,,
71,Torino,1602,2065,"Corso Mediterraneo, 73, 10129 Torino TO",car2go,1505717981,482,2583,477/FK868LX,"Via Giuseppe Giusti, 6, 10121 Torino TO",1505714251,WME4530421Y135225,true,2017-09-18T07:57:31.000Z,68,GOOD,GOOD,2017-09-18T08:59:41.000Z,CE,LineString,7.65456,45.05478,7.66613,45.07012,1005,2324,2017-09-18T09:23:00.000Z,1505719380,1931,,,,,,,,,
18,Torino,1193,1591,"Via Generale Luigi Damiano, 18a, 10152 Torino TO",car2go,1505715277,458,2158,487/FK890LX,"Piazza della Repubblica, 5D, 10122 Torino TO",1505714251,WME4530421Y135229,true,2017-09-18T07:57:31.000Z,18,GOOD,GOOD,2017-09-18T08:14:37.000Z,CE,LineString,7.68514,45.08826,7.68212,45.07642,786,1850,2017-09-18T08:24:38.000Z,1505715878,1336,,,,,,,,,
80,Torino,6188,8232,"Corso Francia, 260, 10146 Torino TO",enjoy,1505716480,1239,8467,EZ783DD,"Via Francesca Saveria Cabrini, 18, 10135 Torino TO",1505714306,,,2017-09-18T07:58:26.000Z,76,,,2017-09-18T08:34:40.000Z,,LineString,7.629836,45.07553,7.6222315,45.014114,2935,10360,2017-09-18T09:25:43.000Z,1505719543,6850,2,99,100,141,8,1,Fiat 500,false,482409
70,Torino,3199,4207,"Via Cardinale Maurilio Fossati, 5c, 10141 Torino TO",enjoy,1505715746,803,4194,EZ182TY,"Via Giorgio Bidone, 30-32, 10125 Torino TO",1505714306,,,2017-09-18T07:58:26.000Z,70,,,2017-09-18T08:22:26.000Z,,LineString,7.634742,45.06964,7.6798725,45.05227,1913,4642,2017-09-18T08:57:03.000Z,1505717823,4034,2,99,141,,8,1,Fiat 500,false,443214
31,Torino,3969,5179,"Corso Cosenza, 1-13, 10135 Torino TO",enjoy,1505716480,921,5565,EZ157TY,"Via S. Antonino, 8, 10139 Torino TO",1505714306,,,2017-09-18T07:58:26.000Z,28,,,2017-09-18T08:34:40.000Z,,LineString,7.645665,45.033016,7.6369295,45.073868,2309,9542,2017-09-18T09:17:09.000Z,1505719029,4591,2,99,141,,8,1,Fiat 500,false,462760
