,employee_id,device_id,date,action,duration
1222,1129,37,2026-05-11,EXPORT,112
1223,1094,40,2026-05-27,LOGIN,343
1224,1037,6,2026-05-16,DOWNLOAD,364
1225,1018,11,2026-05-06,DOWNLOAD,289
1226,1113,14,2026-05-05,LOGIN,375
1227,1030,21,2026-05-09,EXPORT,80
1228,1100,20,2026-05-03,UPLOAD,140
1229,1021,5,2026-05-21,DOWNLOAD,111
1230,1144,9,2026-05-29,EXPORT,47
1231,1018,30,2026-05-21,LOGIN,227
1232,1149,38,2026-05-08,LOGIN,147
1233,1010,27,2026-05-08,DOWNLOAD,166
1234,1105,5,2026-05-17,LOGIN,94
1235,1004,5,2026-05-30,LOGIN,386
1236,1015,40,2026-05-06,EXPORT,423
1237,1053,15,2026-05-12,LOGIN,481
1238,1055,9,2026-05-06,UPLOAD,421
1239,1122,25,2026-05-15,EXPORT,357
1240,1135,8,2026-05-11,EXPORT,232
1241,1139,14,2026-05-10,DOWNLOAD,281
1242,1116,39,2026-05-29,EXPORT,482
1243,1125,32,2026-05-02,DOWNLOAD,151
1244,1116,31,2026-05-21,LOGIN,100
1245,1094,23,2026-05-29,DELETE,5
1246,1025,1,2026-05-06,UPLOAD,183
1247,1102,31,2026-05-19,UPLOAD,165
1248,1040,7,2026-05-17,LOGIN,30
1249,1120,15,2026-05-09,DELETE,430
1250,1093,6,2026-05-02,EXPORT,314
1251,1119,16,2026-05-04,DELETE,49
1252,1011,14,2026-05-25,EXPORT,159
1253,1132,17,2026-05-09,EXPORT,311
1254,1074,10,2026-05-08,EXPORT,32
1255,1054,29,2026-05-30,DELETE,216
1256,1080,8,2026-05-04,LOGIN,12
1257,1056,11,2026-05-01,EXPORT,350
1258,1117,18,2026-05-11,LOGIN,419
1259,1094,20,2026-05-11,EXPORT,9
1260,1099,16,2026-05-07,LOGIN,15
1261,1044,27,2026-05-18,LOGIN,345
1262,1005,23,2026-05-08,LOGIN,204
1263,1080,14,2026-05-30,DOWNLOAD,158
1264,1068,12,2026-05-15,DELETE,126
1265,1137,27,2026-05-26,EXPORT,192
1266,1004,13,2026-05-10,EXPORT,306
1267,1085,16,2026-05-14,DOWNLOAD,144
1268,1117,33,2026-05-27,LOGIN,239
1269,1095,24,2026-05-02,LOGIN,17
1270,1016,12,2026-05-10,EXPORT,206
1271,1111,9,2026-05-19,UPLOAD,376
1272,1070,13,2026-05-15,EXPORT,353
1273,1015,8,2026-05-22,EXPORT,268
1274,1107,18,2026-05-20,DOWNLOAD,430
1275,1094,27,2026-05-02,LOGIN,106
1276,1080,33,2026-05-17,DELETE,197
1277,1044,7,2026-05-03,EXPORT,397
1278,1126,13,2026-05-04,EXPORT,136
1279,1130,15,2026-05-25,DELETE,357
1280,1112,34,2026-05-25,DOWNLOAD,315
1281,1040,40,2026-05-05,UPLOAD,366
1282,1063,20,2026-05-12,DOWNLOAD,217
1283,1063,37,2026-05-21,EXPORT,383
1284,1017,17,2026-05-23,DOWNLOAD,331
1285,1038,29,2026-05-24,DELETE,59
1286,1128,21,2026-05-19,DOWNLOAD,100
1287,1025,14,2026-05-31,EXPORT,317
1288,1077,29,2026-05-12,DELETE,189
1289,1142,22,2026-05-05,DELETE,427
1290,1124,33,2026-05-23,EXPORT,160
1291,1025,13,2026-05-15,EXPORT,158
1292,1035,31,2026-05-27,EXPORT,105
1293,1079,12,2026-05-18,UPLOAD,358
1294,1145,32,2026-05-25,EXPORT,77
1295,1089,6,2026-05-19,DOWNLOAD,330
1296,1023,11,2026-05-23,LOGIN,26
1297,1122,23,2026-05-28,UPLOAD,205
1298,1017,7,2026-05-25,UPLOAD,499
1299,1029,20,2026-05-25,LOGIN,177
1300,1002,4,2026-05-03,DOWNLOAD,147
1301,1011,21,2026-05-02,UPLOAD,453
1302,1016,30,2026-05-11,UPLOAD,356
1303,1081,25,2026-05-14,EXPORT,499
1304,1021,31,2026-05-21,DELETE,150
1305,1021,2,2026-05-05,UPLOAD,271
1306,1006,20,2026-05-30,DOWNLOAD,487
1307,1046,14,2026-05-13,DELETE,357
1308,1023,38,2026-05-08,LOGIN,392
1309,1058,23,2026-05-06,UPLOAD,38
1310,1039,5,2026-05-12,DOWNLOAD,308
1311,1031,19,2026-05-07,LOGIN,87
1312,1002,7,2026-05-11,EXPORT,52
1313,1086,21,2026-05-08,EXPORT,336
1314,1044,33,2026-05-09,DELETE,300
1315,1127,20,2026-05-04,LOGIN,191
1316,1063,9,2026-05-05,DELETE,488
1317,1122,31,2026-05-04,LOGIN,436
1318,1075,8,2026-05-25,LOGIN,301
1319,1053,11,2026-05-12,EXPORT,410
1320,1076,7,2026-05-18,DELETE,371
1321,1131,21,2026-05-29,EXPORT,324
1322,1094,28,2026-05-31,LOGIN,208
1323,1019,15,2026-05-15,EXPORT,53
1324,1045,8,2026-05-08,DELETE,122
1325,1055,12,2026-05-11,DELETE,187
1326,1029,5,2026-05-14,DOWNLOAD,96
1327,1048,8,2026-05-07,EXPORT,275
1328,1072,37,2026-05-31,DOWNLOAD,136
1329,1063,14,2026-05-29,LOGIN,140
1330,1149,4,2026-05-16,EXPORT,483
1331,1057,27,2026-05-23,UPLOAD,387
1332,1013,15,2026-05-08,DOWNLOAD,320
1333,1088,20,2026-05-29,DELETE,131
1334,1105,22,2026-05-27,DOWNLOAD,350
1335,1009,36,2026-05-11,EXPORT,391
1336,1074,30,2026-05-01,DOWNLOAD,235
1337,1075,33,2026-05-17,DELETE,395
1338,1097,28,2026-05-07,DOWNLOAD,339
1339,1135,38,2026-05-18,DOWNLOAD,216
1340,1139,40,2026-05-12,UPLOAD,405
1341,1109,4,2026-05-20,LOGIN,384
1342,1028,14,2026-05-28,DELETE,228
1343,1102,2,2026-05-22,LOGIN,14
1344,1094,37,2026-05-21,UPLOAD,84
1345,1119,19,2026-05-05,EXPORT,116
1346,1072,14,2026-05-27,EXPORT,286
1347,1027,7,2026-05-06,UPLOAD,282
1348,1150,9,2026-05-26,EXPORT,403
1349,1142,33,2026-05-23,EXPORT,62
1350,1071,24,2026-05-02,DOWNLOAD,256
1351,1030,21,2026-05-12,DOWNLOAD,320
1352,1066,1,2026-05-11,DOWNLOAD,336
1353,1099,21,2026-05-04,UPLOAD,171
1354,1089,40,2026-05-07,EXPORT,391
1355,1129,24,2026-05-05,LOGIN,448
1356,1055,38,2026-05-11,DELETE,185
1357,1102,4,2026-05-30,EXPORT,412
1358,1065,6,2026-05-28,UPLOAD,443
1359,1025,3,2026-05-16,DOWNLOAD,6
1360,1098,34,2026-05-10,DELETE,200
1361,1042,25,2026-05-31,DELETE,411
1362,1044,27,2026-05-09,DELETE,386
1363,1069,18,2026-05-06,LOGIN,63
1364,1105,5,2026-05-13,DOWNLOAD,61
1365,1140,24,2026-05-04,DOWNLOAD,475
1366,1008,32,2026-05-11,DOWNLOAD,204
1367,1106,21,2026-05-11,DOWNLOAD,430
1368,1063,34,2026-05-28,EXPORT,112
1369,1148,29,2026-05-30,DELETE,144
1370,1073,5,2026-05-16,DELETE,205
1371,1124,28,2026-05-26,DELETE,79
1372,1005,6,2026-05-20,UPLOAD,241
1373,1129,11,2026-05-29,DOWNLOAD,483
1374,1011,39,2026-05-19,EXPORT,5
1375,1132,8,2026-05-29,EXPORT,359
1376,1017,35,2026-05-30,UPLOAD,58
1377,1068,11,2026-05-06,UPLOAD,252
1378,1005,20,2026-05-24,DELETE,303
1379,1150,22,2026-05-17,DELETE,450
1380,1082,12,2026-05-31,DELETE,403
1381,1067,5,2026-05-18,DELETE,11
1382,1011,34,2026-05-04,DELETE,416
1383,1042,34,2026-05-23,DOWNLOAD,244
1384,1035,30,2026-05-28,EXPORT,266
1385,1079,23,2026-05-18,DOWNLOAD,280
1386,1059,36,2026-05-11,EXPORT,348
1387,1117,25,2026-05-12,LOGIN,430
1388,1048,6,2026-05-10,LOGIN,488
1389,1003,29,2026-05-28,LOGIN,42
1390,1024,21,2026-05-24,EXPORT,194
1391,1119,7,2026-05-03,UPLOAD,336
1392,1101,37,2026-05-15,DOWNLOAD,263
1393,1033,9,2026-05-18,UPLOAD,160
1394,1070,36,2026-05-16,EXPORT,16
1395,1053,1,2026-05-07,DELETE,251
1396,1057,31,2026-05-11,UPLOAD,340
1397,1040,20,2026-05-28,EXPORT,176
1398,1003,28,2026-05-10,LOGIN,19
1399,1049,19,2026-05-09,DELETE,378
1400,1014,1,2026-05-20,LOGIN,315
1401,1125,29,2026-05-18,UPLOAD,99
1402,1148,10,2026-05-25,UPLOAD,249
1403,1025,36,2026-05-26,DOWNLOAD,473
1404,1004,23,2026-05-21,DOWNLOAD,342
1405,1063,18,2026-05-13,EXPORT,436
1406,1055,29,2026-05-26,UPLOAD,266
1407,1002,28,2026-05-23,LOGIN,68
1408,1023,7,2026-05-10,DOWNLOAD,213
1409,1108,31,2026-05-21,LOGIN,219
1410,1119,38,2026-05-12,EXPORT,39
1411,1015,2,2026-05-13,LOGIN,470
1412,1051,15,2026-05-21,LOGIN,15
1413,1020,22,2026-05-22,DELETE,283
1414,1056,11,2026-05-05,EXPORT,317
1415,1038,19,2026-05-24,DOWNLOAD,85
1416,1025,6,2026-05-27,DELETE,74
1417,1086,9,2026-05-12,UPLOAD,476
1418,1068,29,2026-05-27,UPLOAD,374
1419,1080,3,2026-05-04,DOWNLOAD,169
1420,1064,13,2026-05-03,EXPORT,67
1421,1071,15,2026-05-14,UPLOAD,84
1422,1088,5,2026-05-03,UPLOAD,481
1423,1057,5,2026-05-02,UPLOAD,33
1424,1119,2,2026-05-08,EXPORT,174
1425,1029,38,2026-05-29,UPLOAD,160
1426,1142,30,2026-05-30,DOWNLOAD,404
1427,1064,28,2026-05-07,DOWNLOAD,455
1428,1047,39,2026-05-22,DOWNLOAD,110
1429,1020,32,2026-05-02,DELETE,476
1430,1007,20,2026-05-18,DOWNLOAD,278
1431,1094,20,2026-05-26,LOGIN,436
1432,1128,29,2026-05-17,UPLOAD,405
1433,1114,35,2026-05-14,DOWNLOAD,245
1434,1053,32,2026-05-12,EXPORT,334
1435,1066,17,2026-05-26,EXPORT,233
1436,1143,8,2026-05-18,EXPORT,157
1437,1127,21,2026-05-25,DELETE,360
1438,1070,23,2026-05-17,EXPORT,499
1439,1092,27,2026-05-29,DELETE,308
1440,1120,6,2026-05-16,UPLOAD,347
1441,1023,8,2026-05-10,LOGIN,182
1442,1140,35,2026-05-04,EXPORT,23
1443,1112,5,2026-05-02,EXPORT,462
1444,1138,33,2026-05-05,DELETE,335
1445,1145,1,2026-05-14,DELETE,45
1446,1119,24,2026-05-10,LOGIN,265
1447,1130,32,2026-05-08,DOWNLOAD,266
1448,1081,33,2026-05-01,DELETE,391
1449,1071,38,2026-05-09,LOGIN,305
1450,1141,2,2026-05-23,UPLOAD,234
1451,1074,17,2026-05-21,EXPORT,79
1452,1022,10,2026-05-05,EXPORT,193
1453,1126,37,2026-05-09,LOGIN,116
1454,1106,37,2026-05-09,LOGIN,367
1455,1124,2,2026-05-18,EXPORT,238
1456,1078,12,2026-05-24,DELETE,180
1457,1147,37,2026-05-05,DOWNLOAD,412
1458,1118,30,2026-05-30,UPLOAD,370
1459,1151,15,2026-05-16,DOWNLOAD,52
1460,1088,23,2026-05-02,DOWNLOAD,414
1461,1142,18,2026-05-25,DOWNLOAD,181
1462,1087,31,2026-05-04,EXPORT,478
1463,1069,38,2026-05-21,DOWNLOAD,220
1464,1084,29,2026-05-23,DELETE,236
1465,1150,14,2026-05-18,DELETE,443
1466,1110,40,2026-05-05,DELETE,392
1467,1128,23,2026-05-08,LOGIN,53
1468,1104,25,2026-05-12,UPLOAD,462
1469,1122,38,2026-05-14,DELETE,102
1470,1099,28,2026-05-27,DOWNLOAD,304
1471,1036,35,2026-05-17,LOGIN,289
1472,1088,30,2026-05-12,EXPORT,286
1473,1037,27,2026-05-27,DELETE,471
1474,1051,8,2026-05-24,DOWNLOAD,473
1475,1037,19,2026-05-02,DOWNLOAD,215
1476,1086,1,2026-05-04,EXPORT,131
1477,1005,20,2026-05-11,LOGIN,321
1478,1136,30,2026-05-12,DOWNLOAD,300
1479,1053,29,2026-05-19,UPLOAD,106
1480,1105,8,2026-05-02,DELETE,23
1481,1111,14,2026-05-10,LOGIN,214
1482,1027,38,2026-05-10,DELETE,146
1483,1061,3,2026-05-02,DELETE,295
1484,1065,3,2026-05-26,EXPORT,342
1485,1084,14,2026-05-22,UPLOAD,352
1486,1045,21,2026-05-19,UPLOAD,151
1487,1131,35,2026-05-26,EXPORT,93
1488,1050,27,2026-05-20,DELETE,339
1489,1048,28,2026-05-04,UPLOAD,244
1490,1142,28,2026-05-18,DELETE,373
1491,1019,5,2026-05-20,LOGIN,391
1492,1134,39,2026-05-18,EXPORT,347
1493,1135,10,2026-05-14,EXPORT,438
1494,1101,9,2026-05-20,UPLOAD,241
1495,1090,20,2026-05-13,LOGIN,144
1496,1013,29,2026-05-24,DELETE,100
1497,1101,29,2026-05-15,UPLOAD,186
1498,1046,28,2026-05-15,DELETE,352
1499,1033,11,2026-05-25,LOGIN,230
1500,1116,21,2026-05-31,DOWNLOAD,197
1501,1097,35,2026-05-20,UPLOAD,142
1502,1041,23,2026-05-04,UPLOAD,374
1503,1073,29,2026-05-15,EXPORT,287
1504,1029,15,2026-05-14,DOWNLOAD,80
1505,1117,17,2026-05-07,UPLOAD,497
1506,1007,24,2026-05-17,DELETE,360
1507,1095,35,2026-05-23,LOGIN,249
1508,1011,20,2026-05-29,DOWNLOAD,357
1509,1042,36,2026-05-09,EXPORT,328
1510,1005,11,2026-05-04,EXPORT,409
1511,1002,30,2026-05-31,DELETE,152
1512,1043,39,2026-05-18,LOGIN,374
1513,1004,20,2026-05-13,EXPORT,149
1514,1081,22,2026-05-31,EXPORT,120
1515,1119,24,2026-05-15,LOGIN,306
1516,1095,14,2026-05-04,DOWNLOAD,422
1517,1059,36,2026-05-18,UPLOAD,338
1518,1030,13,2026-05-10,UPLOAD,14
1519,1130,1,2026-05-07,LOGIN,125
1520,1088,27,2026-05-06,LOGIN,152
1521,1074,13,2026-05-13,LOGIN,452
1522,1128,35,2026-05-28,DELETE,450
1523,1096,8,2026-05-27,DELETE,231
1524,1018,18,2026-05-18,LOGIN,467
1525,1059,34,2026-05-31,DELETE,427
1526,1030,6,2026-05-22,UPLOAD,223
1527,1051,27,2026-05-09,LOGIN,322
1528,1088,18,2026-05-11,UPLOAD,83
1529,1067,9,2026-05-16,UPLOAD,471
1530,1143,15,2026-05-30,DELETE,350
1531,1109,23,2026-05-08,EXPORT,144
1532,1076,3,2026-05-25,EXPORT,28
1533,1065,9,2026-05-05,DOWNLOAD,313
1534,1002,22,2026-05-30,DOWNLOAD,232
1535,1011,23,2026-05-15,EXPORT,293
1536,1076,20,2026-05-26,LOGIN,329
1537,1092,7,2026-05-02,EXPORT,333
1538,1097,17,2026-05-05,DELETE,364
1539,1003,3,2026-05-10,EXPORT,466
1540,1041,7,2026-05-30,LOGIN,434
1541,1049,13,2026-05-19,LOGIN,104
1542,1083,23,2026-05-14,DOWNLOAD,93
1543,1082,37,2026-05-27,DOWNLOAD,11
1544,1037,4,2026-05-30,LOGIN,358
1545,1092,9,2026-05-13,UPLOAD,175
1546,1007,6,2026-05-14,DOWNLOAD,267
1547,1111,18,2026-05-31,DELETE,355
1548,1038,35,2026-05-04,UPLOAD,376
1549,1133,23,2026-05-07,DELETE,321
1550,1061,31,2026-05-18,DELETE,36
1551,1083,20,2026-05-30,LOGIN,217
1552,1028,7,2026-05-06,UPLOAD,63
1553,1130,12,2026-05-15,DOWNLOAD,339
1554,1070,37,2026-05-11,LOGIN,34
1555,1037,4,2026-05-17,EXPORT,264
1556,1120,12,2026-05-10,DOWNLOAD,38
1557,1096,15,2026-05-16,EXPORT,141
1558,1101,2,2026-05-19,LOGIN,320
1559,1082,11,2026-05-11,DELETE,464
1560,1129,33,2026-05-07,DELETE,226
1561,1003,14,2026-05-27,UPLOAD,412
1562,1071,27,2026-05-28,DOWNLOAD,119
1563,1097,4,2026-05-21,EXPORT,187
1564,1085,38,2026-05-28,EXPORT,251
1565,1142,40,2026-05-24,UPLOAD,33
1566,1037,20,2026-05-23,DOWNLOAD,314
1567,1131,2,2026-05-23,DELETE,183
1568,1101,4,2026-05-14,LOGIN,381
1569,1097,24,2026-05-01,UPLOAD,282
1570,1013,9,2026-05-17,LOGIN,487
1571,1127,19,2026-05-29,LOGIN,280
1572,1050,8,2026-05-22,UPLOAD,297
1573,1147,28,2026-05-13,EXPORT,132
1574,1057,13,2026-05-08,DOWNLOAD,237
1575,1137,8,2026-05-19,EXPORT,311
1576,1046,14,2026-05-24,DELETE,77
1577,1094,10,2026-05-08,DOWNLOAD,377
1578,1086,20,2026-05-17,UPLOAD,218
1579,1132,1,2026-05-27,UPLOAD,438
1580,1125,12,2026-05-05,UPLOAD,212
1581,1082,35,2026-05-25,LOGIN,326
1582,1070,20,2026-05-11,UPLOAD,66
1583,1093,12,2026-05-26,DELETE,256
1584,1133,12,2026-05-14,DELETE,48
1585,1146,39,2026-05-10,UPLOAD,374
1586,1027,29,2026-05-27,DOWNLOAD,283
1587,1010,3,2026-05-12,DELETE,353
1588,1130,7,2026-05-03,DOWNLOAD,15
1589,1118,23,2026-05-09,DOWNLOAD,186
1590,1150,13,2026-05-29,DOWNLOAD,187
1591,1138,11,2026-05-11,UPLOAD,65
1592,1059,25,2026-05-09,LOGIN,487
1593,1121,20,2026-05-01,UPLOAD,184
1594,1091,27,2026-05-18,DELETE,127
1595,1140,6,2026-05-03,DELETE,26
1596,1063,6,2026-05-14,DELETE,7
1597,1015,39,2026-05-04,DELETE,243
1598,1105,9,2026-05-28,LOGIN,208
1599,1006,21,2026-05-05,DOWNLOAD,325
1600,1134,18,2026-05-21,UPLOAD,250
1601,1038,1,2026-05-10,DELETE,190
1602,1048,12,2026-05-27,DOWNLOAD,175
1603,1015,1,2026-05-05,UPLOAD,350
1604,1072,28,2026-05-03,LOGIN,486
1605,1029,24,2026-05-22,EXPORT,65
1606,1002,19,2026-05-20,LOGIN,353
1607,1075,14,2026-05-09,EXPORT,57
1608,1144,14,2026-05-12,DELETE,498
1609,1088,26,2026-05-02,DOWNLOAD,165
1610,1024,16,2026-05-11,DOWNLOAD,228
1611,1102,24,2026-05-01,UPLOAD,29
1612,1025,32,2026-05-23,EXPORT,310
1613,1117,6,2026-05-31,EXPORT,307
1614,1033,30,2026-05-16,UPLOAD,126
1615,1108,23,2026-05-25,DOWNLOAD,190
1616,1043,19,2026-05-26,DOWNLOAD,360
1617,1017,25,2026-05-25,UPLOAD,70
1618,1007,25,2026-05-03,EXPORT,211
1619,1027,2,2026-05-28,DELETE,273
1620,1036,10,2026-05-31,UPLOAD,430
1621,1147,27,2026-05-27,DOWNLOAD,19
1622,1015,8,2026-05-13,DELETE,10
1623,1070,33,2026-05-15,DELETE,257
1624,1069,19,2026-05-01,EXPORT,89
1625,1053,30,2026-05-25,UPLOAD,46
1626,1002,34,2026-05-23,DELETE,222
1627,1107,14,2026-05-24,LOGIN,167
1628,1146,36,2026-05-27,DELETE,241
1629,1113,20,2026-05-16,DELETE,86
1630,1126,23,2026-05-15,DELETE,266
1631,1049,15,2026-05-06,UPLOAD,82
1632,1116,2,2026-05-26,EXPORT,406
1633,1060,24,2026-05-22,EXPORT,303
1634,1127,24,2026-05-27,LOGIN,152
1635,1028,31,2026-05-15,LOGIN,467
1636,1086,16,2026-05-20,DELETE,441
1637,1136,4,2026-05-18,DELETE,113
1638,1032,34,2026-05-17,DELETE,52
1639,1015,15,2026-05-14,LOGIN,159
1640,1091,19,2026-05-22,EXPORT,476
1641,1128,19,2026-05-25,LOGIN,80
1642,1123,35,2026-05-26,EXPORT,133
1643,1096,20,2026-05-26,LOGIN,123
1644,1057,39,2026-05-18,EXPORT,274
1645,1047,29,2026-05-17,LOGIN,420
1646,1101,15,2026-05-01,EXPORT,327
1647,1118,20,2026-05-14,UPLOAD,14
1648,1010,32,2026-05-07,UPLOAD,414
1649,1117,13,2026-05-30,DOWNLOAD,227
1650,1092,7,2026-05-01,EXPORT,334
1651,1063,16,2026-05-25,EXPORT,69
1652,1070,10,2026-05-25,EXPORT,182
1653,1137,2,2026-05-27,DOWNLOAD,181
1654,1094,38,2026-05-03,LOGIN,36
1655,1041,18,2026-05-11,UPLOAD,343
1656,1040,34,2026-05-18,DOWNLOAD,69
1657,1016,21,2026-05-25,UPLOAD,30
1658,1025,21,2026-05-30,DELETE,201
1659,1138,1,2026-05-14,DOWNLOAD,414
1660,1009,15,2026-05-03,DOWNLOAD,234
1661,1040,10,2026-05-02,UPLOAD,69
1662,1057,35,2026-05-20,EXPORT,482
1663,1046,25,2026-05-15,DELETE,245
1664,1119,32,2026-05-07,UPLOAD,400
1665,1007,31,2026-05-13,DOWNLOAD,488
1666,1116,10,2026-05-04,EXPORT,296
1667,1128,3,2026-05-08,DELETE,156
1668,1113,22,2026-05-28,EXPORT,430
1669,1119,38,2026-05-21,UPLOAD,315
1670,1104,2,2026-05-30,EXPORT,187
1671,1057,23,2026-05-02,DOWNLOAD,93
1672,1145,40,2026-05-13,DOWNLOAD,268
1673,1025,24,2026-05-26,LOGIN,464
1674,1111,32,2026-05-04,DELETE,193
1675,1135,33,2026-05-13,UPLOAD,31
1676,1055,27,2026-05-16,EXPORT,255
1677,1147,13,2026-05-12,DOWNLOAD,464
1678,1032,37,2026-05-13,LOGIN,195
1679,1087,39,2026-05-23,UPLOAD,132
1680,1072,29,2026-05-29,DOWNLOAD,420
1681,1022,25,2026-05-01,UPLOAD,320
1682,1136,19,2026-05-23,DOWNLOAD,423
1683,1046,1,2026-05-03,UPLOAD,148
1684,1005,35,2026-05-23,DOWNLOAD,424
1685,1012,16,2026-05-03,EXPORT,316
1686,1027,8,2026-05-12,DELETE,162
1687,1084,7,2026-05-28,DOWNLOAD,233
1688,1139,21,2026-05-24,UPLOAD,385
1689,1036,11,2026-05-04,DOWNLOAD,36
1690,1052,26,2026-05-01,LOGIN,83
1691,1130,15,2026-05-17,EXPORT,281
1692,1074,6,2026-05-20,LOGIN,60
1693,1012,37,2026-05-09,UPLOAD,428
1694,1055,4,2026-05-05,DOWNLOAD,353
1695,1080,19,2026-05-29,DOWNLOAD,58
1696,1091,21,2026-05-21,LOGIN,418
1697,1064,37,2026-05-03,DELETE,477
1698,1104,18,2026-05-21,EXPORT,24
1699,1091,36,2026-05-07,DOWNLOAD,206
1700,1059,37,2026-05-03,DOWNLOAD,227
1701,1025,15,2026-05-05,UPLOAD,133
1702,1104,38,2026-05-12,LOGIN,334
1703,1068,2,2026-05-03,UPLOAD,150
1704,1143,31,2026-05-01,EXPORT,373
1705,1141,6,2026-05-22,DOWNLOAD,232
1706,1010,19,2026-05-03,LOGIN,445
1707,1012,38,2026-05-16,LOGIN,319
1708,1029,15,2026-05-18,LOGIN,388
1709,1043,33,2026-05-03,EXPORT,132
1710,1088,40,2026-05-29,DELETE,145
1711,1088,26,2026-05-05,DELETE,292
1712,1111,30,2026-05-05,DELETE,474
1713,1113,11,2026-05-09,UPLOAD,74
1714,1069,1,2026-05-12,UPLOAD,165
1715,1119,14,2026-05-16,EXPORT,453
1716,1011,10,2026-05-27,LOGIN,7
1717,1107,17,2026-05-09,DELETE,393
1718,1063,11,2026-05-18,DOWNLOAD,374
1719,1022,15,2026-05-27,DELETE,479
1720,1143,12,2026-05-22,EXPORT,16
1721,1137,3,2026-05-29,DELETE,293
1722,1070,22,2026-05-25,DOWNLOAD,493
1723,1090,26,2026-05-25,DOWNLOAD,31
1724,1134,39,2026-05-11,DOWNLOAD,373
1725,1096,23,2026-05-22,EXPORT,385
1726,1043,16,2026-05-17,DELETE,17
1727,1148,3,2026-05-01,EXPORT,370
1728,1125,30,2026-05-25,DOWNLOAD,127
1729,1099,13,2026-05-31,DELETE,207
1730,1067,8,2026-05-03,UPLOAD,258
1731,1082,24,2026-05-05,EXPORT,207
1732,1100,5,2026-05-22,UPLOAD,168
1733,1068,7,2026-05-01,UPLOAD,365
1734,1057,27,2026-05-15,LOGIN,190
1735,1049,12,2026-05-17,DOWNLOAD,324
1736,1038,25,2026-05-04,UPLOAD,438
1737,1036,33,2026-05-22,EXPORT,126
1738,1122,15,2026-05-24,DOWNLOAD,183
1739,1137,31,2026-05-23,DOWNLOAD,136
1740,1096,11,2026-05-14,EXPORT,304
1741,1104,36,2026-05-02,DELETE,22
1742,1082,6,2026-05-04,EXPORT,22
1743,1024,26,2026-05-05,DELETE,480
1744,1082,8,2026-05-24,DOWNLOAD,10
1745,1103,39,2026-05-07,EXPORT,191
1746,1008,37,2026-05-04,UPLOAD,195
1747,1115,37,2026-05-08,EXPORT,47
1748,1011,30,2026-05-11,UPLOAD,254
1749,1107,38,2026-05-08,UPLOAD,201
1750,1095,16,2026-05-04,DOWNLOAD,207
1751,1122,15,2026-05-11,DELETE,457
1752,1042,38,2026-05-12,DELETE,269
1753,1006,8,2026-05-28,UPLOAD,411
1754,1003,35,2026-05-02,DELETE,271
1755,1074,9,2026-05-15,EXPORT,193
1756,1098,21,2026-05-14,UPLOAD,339
1757,1065,5,2026-05-19,UPLOAD,477
1758,1140,19,2026-05-21,LOGIN,277
1759,1036,16,2026-05-30,EXPORT,182
1760,1120,18,2026-05-17,DELETE,441
1761,1125,12,2026-05-16,DELETE,94
1762,1139,16,2026-05-05,LOGIN,274
1763,1129,5,2026-05-20,EXPORT,43
1764,1112,3,2026-05-21,DOWNLOAD,124
1765,1134,7,2026-05-28,DOWNLOAD,59
1766,1079,32,2026-05-28,EXPORT,244
1767,1072,31,2026-05-01,DELETE,269
1768,1081,14,2026-05-10,DOWNLOAD,195
1769,1077,24,2026-05-07,DOWNLOAD,287
1770,1009,33,2026-05-10,DELETE,167
1771,1070,5,2026-05-25,EXPORT,351
1772,1023,8,2026-05-16,LOGIN,249
1773,1086,2,2026-05-05,EXPORT,468
1774,1017,39,2026-05-19,LOGIN,320
1775,1098,38,2026-05-25,EXPORT,218
1776,1123,35,2026-05-06,DOWNLOAD,290
1777,1025,38,2026-05-12,UPLOAD,94
1778,1112,34,2026-05-06,UPLOAD,363
1779,1038,30,2026-05-10,DELETE,384
1780,1003,23,2026-05-10,EXPORT,171
1781,1014,4,2026-05-13,EXPORT,184
1782,1010,35,2026-05-19,DELETE,485
1783,1066,14,2026-05-30,DELETE,108
1784,1142,22,2026-05-17,LOGIN,62
1785,1126,30,2026-05-16,LOGIN,325
1786,1010,3,2026-05-04,UPLOAD,208
1787,1099,11,2026-05-30,DOWNLOAD,130
1788,1049,10,2026-05-20,EXPORT,469
1789,1131,3,2026-05-03,UPLOAD,349
1790,1047,5,2026-05-29,UPLOAD,161
1791,1060,15,2026-05-30,DOWNLOAD,446
1792,1025,6,2026-05-27,UPLOAD,259
1793,1135,4,2026-05-05,UPLOAD,430
1794,1077,23,2026-05-13,DOWNLOAD,32
1795,1121,1,2026-05-14,UPLOAD,215
1796,1043,34,2026-05-09,EXPORT,493
1797,1046,15,2026-05-09,DELETE,270
1798,1043,4,2026-05-08,DOWNLOAD,271
1799,1029,27,2026-05-28,DELETE,462
1800,1083,13,2026-05-10,EXPORT,258
1801,1103,40,2026-05-22,UPLOAD,192
1802,1086,32,2026-05-29,UPLOAD,34
1803,1099,9,2026-05-20,UPLOAD,309
1804,1082,37,2026-05-30,DELETE,459
1805,1112,25,2026-05-18,LOGIN,457
1806,1003,3,2026-05-12,DELETE,192
1807,1056,39,2026-05-13,LOGIN,288
1808,1111,40,2026-05-16,DELETE,280
1809,1064,16,2026-05-26,EXPORT,484
1810,1021,17,2026-05-03,DELETE,191
1811,1024,27,2026-05-09,DELETE,400
1812,1148,10,2026-05-16,DOWNLOAD,137
1813,1052,1,2026-05-17,UPLOAD,34
